
1 0 17
2 100 21
3 0 16
4 100 20
5 0 17
6 100 21
7 0 18
8 100 20
9 0 19
10 100 20
11 100 21
12 0 16
13 0 18
14 0 16
15 0 18
16 100 20
17 100 21
18 0 17
19 100 21
20 0 17
21 0 19
22 0 19
23 0 17
24 0 18
25 0 16
26 0 18
27 0 18
28 0 18
29 0 17
30 100 21
31 0 19
32 100 20
33 0 17
34 100 21
35 100 20
36 100 21
37 0 19
38 0 19
39 0 17
40 0 19
41 100 25
42 100 20
43 100 20
44 0 17
45 0 17
46 0 17
47 0 16
48 0 18
49 100 22
50 100 21
51 0 17
52 0 17
53 100 20
54 100 20
55 0 17
56 0 18
57 0 18
58 0 18
59 0 18
60 100 22
61 100 20
62 100 20
63 0 17
64 100 21
65 0 17
66 0 18
67 100 22
68 100 20
69 0 19
70 100 25
71 100 23
72 0 18
73 0 19
74 100 20
75 100 22
76 100 20
77 100 20
78 0 17
79 0 17
80 100 23
81 100 20
82 100 20
83 100 20
84 100 20
85 0 18
86 0 18
87 100 21
88 100 20
89 0 18
90 0 18
91 100 21
92 0 18
93 0 17
94 100 20
95 100 21
96 0 18
97 100 20
98 0 18
99 0 17
100 0 18
101 0 18
102 100 20
103 0 18
104 100 20
105 0 18
106 0 18
107 0 18
108 100 20
109 0 17
110 0 17
111 0 17
112 100 22
113 100 21
114 0 17
115 100 21
116 0 19
117 0 17
118 0 16
119 100 21
120 0 18
121 0 19
122 0 19
123 100 20
124 0 19
125 0 18
126 100 21
127 0 19
128 0 18
129 0 17
130 100 21
131 0 19
132 0 17
133 0 19
134 0 18
135 0 18
136 0 17
137 0 19
138 0 18
139 0 18
140 0 17
141 100 22
142 0 18
143 0 16
144 0 17
145 100 21
146 0 19
147 100 20
148 100 22
149 100 20
150 100 21
151 100 20
152 100 20
153 100 20
154 100 20
155 0 19
156 100 21
157 0 18
158 0 19
159 0 19
160 100 23
161 0 17
162 0 18
163 100 22
164 100 24
165 100 22
166 0 19
167 0 19
168 0 17
169 0 7
170 0 18
171 100 21
172 0 19
173 0 17
174 100 21
175 100 20
176 100 22
177 0 19
178 0 19
179 0 19
180 0 17
181 100 21
182 100 21
183 0 18
184 0 19
185 0 19
186 100 23
187 0 19
188 0 19
189 100 22
190 100 21
191 100 20
192 0 17
193 100 22
194 100 21
195 100 22
196 0 18
197 100 20
198 100 23
199 0 19
200 100 23
201 100 20
202 100 20
203 0 19
204 0 18
205 0 17
206 100 20
207 100 20
208 0 18
209 100 21
210 0 18
211 0 16
212 100 20
213 100 23
214 0 19
215 100 20
216 0 18
217 0 19
218 100 20
219 0 19
220 0 18
221 0 17
222 100 21
223 0 17
224 100 22
225 0 19
226 100 21
227 0 17
228 100 20
229 0 19
230 0 19
231 100 21
232 0 17
233 100 20
234 0 19
235 0 19
236 0 18
237 0 18
238 0 17
239 100 20
240 0 17
241 100 20
242 100 23
243 0 18
244 0 18
245 0 18
246 100 20
247 0 18
248 100 21
249 0 15
250 0 19
251 100 23
252 100 21
253 0 18
254 0 19
255 100 20
256 0 19
257 100 20
258 0 17
259 100 20
260 0 17
261 100 22
262 0 17
263 100 20
264 100 23
265 100 20
266 0 19
267 100 24
268 0 19
269 100 22
270 0 18
271 100 21
272 100 25
273 100 23
274 0 16
275 100 20
276 0 18
277 0 19
278 0 17
279 100 21
280 0 16
281 0 19
282 100 20
283 100 21
284 100 23
285 0 17
286 100 21
287 0 19
288 100 20
289 100 20
290 100 26
291 100 21
292 0 18
293 100 22
294 0 19
295 0 19
296 100 20
297 0 19
298 100 21
299 100 20
300 0 19
301 100 20
302 0 17
303 0 17
304 100 23
305 0 18
306 100 20
307 100 20
308 0 18
309 100 23
310 0 17
311 100 21
312 100 20
313 100 20
314 0 19
315 100 22
316 0 19
317 0 19
318 100 21
319 100 22
320 0 18
321 100 20
322 100 21
323 0 19
324 100 21
325 100 21
326 100 20
327 0 19
328 0 19
329 0 19
330 0 19
331 100 21
332 100 20
333 100 24
334 0 17
335 100 23
336 0 18
337 0 18
338 0 19
339 0 18
340 0 17
341 0 19
342 0 17
343 0 17
344 0 19
345 0 19
346 100 21
347 0 19
348 100 21
349 0 19
350 0 18
351 100 21
352 0 18
353 100 21
354 100 22
355 100 20
356 0 18
357 100 21
358 0 18
359 0 18
360 0 19
361 0 17
362 100 23
363 0 17
364 100 20
365 0 17
366 100 23
367 100 20
368 0 19
369 100 23
370 0 19
371 0 19
372 100 20
373 100 21
374 100 22
375 100 20
376 0 18
377 100 23
378 0 17
379 0 19
380 100 20
381 0 18
382 100 23
383 100 20
384 100 23
385 100 21
386 100 21
387 0 16
388 0 18
389 100 20
390 100 20
391 100 21
392 0 19
393 100 24
394 0 19
395 100 20
396 0 18
397 100 22
398 100 22
399 0 19
400 100 21
